,2017/12,2017/12,2017/12,2017/12,2017/12,2017/12,2017/12,2017/12,2017/12,2017/12,2017/12,2017/12,2017/12,2017/12,2017/12,2017/12,2017/12,2017/12,2017/12,2017/12,2017/12,2017/12,2017/12,2018/03,2018/03,2018/03,2018/03,2018/03,2018/03,2018/03,2018/03,2018/03,2018/03,2018/03,2018/03,2018/03,2018/03,2018/03,2018/03,2018/03,2018/03,2018/03,2018/03,2018/03,2018/03,2018/03,2018/12,2018/12,2018/12,2018/12,2018/12,2018/12,2018/12,2018/12,2018/12,2018/12,2018/12,2018/12,2018/12,2018/12,2018/12,2018/12,2018/12,2018/12,2018/12,2018/12,2018/12,2018/12,2018/12,2019/03,2019/03,2019/03,2019/03,2019/03,2019/03,2019/03,2019/03,2019/03,2019/03,2019/03,2019/03,2019/03,2019/03,2019/03,2019/03,2019/03,2019/03,2019/03,2019/03,2019/03,2019/03,2019/03,2019/12,2019/12,2019/12,2019/12,2019/12,2019/12,2019/12,2019/12,2019/12,2019/12,2019/12,2019/12,2019/12,2019/12,2019/12,2019/12,2019/12,2019/12,2019/12,2019/12,2019/12,2019/12,2019/12,2020/03,2020/03,2020/03,2020/03,2020/03,2020/03,2020/03,2020/03,2020/03,2020/03,2020/03,2020/03,2020/03,2020/03,2020/03,2020/03,2020/03,2020/03,2020/03,2020/03,2020/03,2020/03,2020/03,2020/12,2020/12,2020/12,2020/12,2020/12,2020/12,2020/12,2020/12,2020/12,2020/12,2020/12,2020/12,2020/12,2020/12,2020/12,2020/12,2020/12,2020/12,2020/12,2020/12,2020/12,2020/12,2020/12,2021/03,2021/03,2021/03,2021/03,2021/03,2021/03,2021/03,2021/03,2021/03,2021/03,2021/03,2021/03,2021/03,2021/03,2021/03,2021/03,2021/03,2021/03,2021/03,2021/03,2021/03,2021/03,2021/03,2021/06,2021/06,2021/06,2021/06,2021/06,2021/06,2021/06,2021/06,2021/06,2021/06,2021/06,2021/06,2021/06,2021/06,2021/06,2021/06,2021/06,2021/06,2021/06,2021/06,2021/06,2021/06,2021/06,2021/09,2021/09,2021/09,2021/09,2021/09,2021/09,2021/09,2021/09,2021/09,2021/09,2021/09,2021/09,2021/09,2021/09,2021/09,2021/09,2021/09,2021/09,2021/09,2021/09,2021/09,2021/09,2021/09
,EBITDA마진율계산에 참여한 계정 펼치기,EBITDA증가율계산에 참여한 계정 펼치기,EPS증가율계산에 참여한 계정 펼치기,ROA계산에 참여한 계정 펼치기,ROE계산에 참여한 계정 펼치기,ROIC계산에 참여한 계정 펼치기,당좌비율계산에 참여한 계정 펼치기,매출액증가율계산에 참여한 계정 펼치기,매출총이익율계산에 참여한 계정 펼치기,부채비율계산에 참여한 계정 펼치기,세전계속사업이익률계산에 참여한 계정 펼치기,순운전자본회전율계산에 참여한 계정 펼치기,순차입금비율계산에 참여한 계정 펼치기,영업이익률계산에 참여한 계정 펼치기,영업이익증가율계산에 참여한 계정 펼치기,유동비율계산에 참여한 계정 펼치기,유보율계산에 참여한 계정 펼치기,이자보상배율계산에 참여한 계정 펼치기,자기자본비율계산에 참여한 계정 펼치기,총부채회전율계산에 참여한 계정 펼치기,총자본회전율계산에 참여한 계정 펼치기,총자산회전율계산에 참여한 계정 펼치기,판매비와관리비증가율계산에 참여한 계정 펼치기,EBITDA마진율계산에 참여한 계정 펼치기,EBITDA증가율계산에 참여한 계정 펼치기,EPS증가율계산에 참여한 계정 펼치기,ROA계산에 참여한 계정 펼치기,ROE계산에 참여한 계정 펼치기,ROIC계산에 참여한 계정 펼치기,당좌비율계산에 참여한 계정 펼치기,매출액증가율계산에 참여한 계정 펼치기,매출총이익율계산에 참여한 계정 펼치기,부채비율계산에 참여한 계정 펼치기,세전계속사업이익률계산에 참여한 계정 펼치기,순운전자본회전율계산에 참여한 계정 펼치기,순차입금비율계산에 참여한 계정 펼치기,영업이익률계산에 참여한 계정 펼치기,영업이익증가율계산에 참여한 계정 펼치기,유동비율계산에 참여한 계정 펼치기,유보율계산에 참여한 계정 펼치기,이자보상배율계산에 참여한 계정 펼치기,자기자본비율계산에 참여한 계정 펼치기,총부채회전율계산에 참여한 계정 펼치기,총자본회전율계산에 참여한 계정 펼치기,총자산회전율계산에 참여한 계정 펼치기,판매비와관리비증가율계산에 참여한 계정 펼치기,EBITDA마진율계산에 참여한 계정 펼치기,EBITDA증가율계산에 참여한 계정 펼치기,EPS증가율계산에 참여한 계정 펼치기,ROA계산에 참여한 계정 펼치기,ROE계산에 참여한 계정 펼치기,ROIC계산에 참여한 계정 펼치기,당좌비율계산에 참여한 계정 펼치기,매출액증가율계산에 참여한 계정 펼치기,매출총이익율계산에 참여한 계정 펼치기,부채비율계산에 참여한 계정 펼치기,세전계속사업이익률계산에 참여한 계정 펼치기,순운전자본회전율계산에 참여한 계정 펼치기,순차입금비율계산에 참여한 계정 펼치기,영업이익률계산에 참여한 계정 펼치기,영업이익증가율계산에 참여한 계정 펼치기,유동비율계산에 참여한 계정 펼치기,유보율계산에 참여한 계정 펼치기,이자보상배율계산에 참여한 계정 펼치기,자기자본비율계산에 참여한 계정 펼치기,총부채회전율계산에 참여한 계정 펼치기,총자본회전율계산에 참여한 계정 펼치기,총자산회전율계산에 참여한 계정 펼치기,판매비와관리비증가율계산에 참여한 계정 펼치기,EBITDA마진율계산에 참여한 계정 펼치기,EBITDA증가율계산에 참여한 계정 펼치기,EPS증가율계산에 참여한 계정 펼치기,ROA계산에 참여한 계정 펼치기,ROE계산에 참여한 계정 펼치기,ROIC계산에 참여한 계정 펼치기,당좌비율계산에 참여한 계정 펼치기,매출액증가율계산에 참여한 계정 펼치기,매출총이익율계산에 참여한 계정 펼치기,부채비율계산에 참여한 계정 펼치기,세전계속사업이익률계산에 참여한 계정 펼치기,순운전자본회전율계산에 참여한 계정 펼치기,순차입금비율계산에 참여한 계정 펼치기,영업이익률계산에 참여한 계정 펼치기,영업이익증가율계산에 참여한 계정 펼치기,유동비율계산에 참여한 계정 펼치기,유보율계산에 참여한 계정 펼치기,이자보상배율계산에 참여한 계정 펼치기,자기자본비율계산에 참여한 계정 펼치기,총부채회전율계산에 참여한 계정 펼치기,총자본회전율계산에 참여한 계정 펼치기,총자산회전율계산에 참여한 계정 펼치기,판매비와관리비증가율계산에 참여한 계정 펼치기,EBITDA마진율계산에 참여한 계정 펼치기,EBITDA증가율계산에 참여한 계정 펼치기,EPS증가율계산에 참여한 계정 펼치기,ROA계산에 참여한 계정 펼치기,ROE계산에 참여한 계정 펼치기,ROIC계산에 참여한 계정 펼치기,당좌비율계산에 참여한 계정 펼치기,매출액증가율계산에 참여한 계정 펼치기,매출총이익율계산에 참여한 계정 펼치기,부채비율계산에 참여한 계정 펼치기,세전계속사업이익률계산에 참여한 계정 펼치기,순운전자본회전율계산에 참여한 계정 펼치기,순차입금비율계산에 참여한 계정 펼치기,영업이익률계산에 참여한 계정 펼치기,영업이익증가율계산에 참여한 계정 펼치기,유동비율계산에 참여한 계정 펼치기,유보율계산에 참여한 계정 펼치기,이자보상배율계산에 참여한 계정 펼치기,자기자본비율계산에 참여한 계정 펼치기,총부채회전율계산에 참여한 계정 펼치기,총자본회전율계산에 참여한 계정 펼치기,총자산회전율계산에 참여한 계정 펼치기,판매비와관리비증가율계산에 참여한 계정 펼치기,EBITDA마진율계산에 참여한 계정 펼치기,EBITDA증가율계산에 참여한 계정 펼치기,EPS증가율계산에 참여한 계정 펼치기,ROA계산에 참여한 계정 펼치기,ROE계산에 참여한 계정 펼치기,ROIC계산에 참여한 계정 펼치기,당좌비율계산에 참여한 계정 펼치기,매출액증가율계산에 참여한 계정 펼치기,매출총이익율계산에 참여한 계정 펼치기,부채비율계산에 참여한 계정 펼치기,세전계속사업이익률계산에 참여한 계정 펼치기,순운전자본회전율계산에 참여한 계정 펼치기,순차입금비율계산에 참여한 계정 펼치기,영업이익률계산에 참여한 계정 펼치기,영업이익증가율계산에 참여한 계정 펼치기,유동비율계산에 참여한 계정 펼치기,유보율계산에 참여한 계정 펼치기,이자보상배율계산에 참여한 계정 펼치기,자기자본비율계산에 참여한 계정 펼치기,총부채회전율계산에 참여한 계정 펼치기,총자본회전율계산에 참여한 계정 펼치기,총자산회전율계산에 참여한 계정 펼치기,판매비와관리비증가율계산에 참여한 계정 펼치기,EBITDA마진율계산에 참여한 계정 펼치기,EBITDA증가율계산에 참여한 계정 펼치기,EPS증가율계산에 참여한 계정 펼치기,ROA계산에 참여한 계정 펼치기,ROE계산에 참여한 계정 펼치기,ROIC계산에 참여한 계정 펼치기,당좌비율계산에 참여한 계정 펼치기,매출액증가율계산에 참여한 계정 펼치기,매출총이익율계산에 참여한 계정 펼치기,부채비율계산에 참여한 계정 펼치기,세전계속사업이익률계산에 참여한 계정 펼치기,순운전자본회전율계산에 참여한 계정 펼치기,순차입금비율계산에 참여한 계정 펼치기,영업이익률계산에 참여한 계정 펼치기,영업이익증가율계산에 참여한 계정 펼치기,유동비율계산에 참여한 계정 펼치기,유보율계산에 참여한 계정 펼치기,이자보상배율계산에 참여한 계정 펼치기,자기자본비율계산에 참여한 계정 펼치기,총부채회전율계산에 참여한 계정 펼치기,총자본회전율계산에 참여한 계정 펼치기,총자산회전율계산에 참여한 계정 펼치기,판매비와관리비증가율계산에 참여한 계정 펼치기,EBITDA마진율계산에 참여한 계정 펼치기,EBITDA증가율계산에 참여한 계정 펼치기,EPS증가율계산에 참여한 계정 펼치기,ROA계산에 참여한 계정 펼치기,ROE계산에 참여한 계정 펼치기,ROIC계산에 참여한 계정 펼치기,당좌비율계산에 참여한 계정 펼치기,매출액증가율계산에 참여한 계정 펼치기,매출총이익율계산에 참여한 계정 펼치기,부채비율계산에 참여한 계정 펼치기,세전계속사업이익률계산에 참여한 계정 펼치기,순운전자본회전율계산에 참여한 계정 펼치기,순차입금비율계산에 참여한 계정 펼치기,영업이익률계산에 참여한 계정 펼치기,영업이익증가율계산에 참여한 계정 펼치기,유동비율계산에 참여한 계정 펼치기,유보율계산에 참여한 계정 펼치기,이자보상배율계산에 참여한 계정 펼치기,자기자본비율계산에 참여한 계정 펼치기,총부채회전율계산에 참여한 계정 펼치기,총자본회전율계산에 참여한 계정 펼치기,총자산회전율계산에 참여한 계정 펼치기,판매비와관리비증가율계산에 참여한 계정 펼치기,EBITDA마진율계산에 참여한 계정 펼치기,EBITDA증가율계산에 참여한 계정 펼치기,EPS증가율계산에 참여한 계정 펼치기,ROA계산에 참여한 계정 펼치기,ROE계산에 참여한 계정 펼치기,ROIC계산에 참여한 계정 펼치기,당좌비율계산에 참여한 계정 펼치기,매출액증가율계산에 참여한 계정 펼치기,매출총이익율계산에 참여한 계정 펼치기,부채비율계산에 참여한 계정 펼치기,세전계속사업이익률계산에 참여한 계정 펼치기,순운전자본회전율계산에 참여한 계정 펼치기,순차입금비율계산에 참여한 계정 펼치기,영업이익률계산에 참여한 계정 펼치기,영업이익증가율계산에 참여한 계정 펼치기,유동비율계산에 참여한 계정 펼치기,유보율계산에 참여한 계정 펼치기,이자보상배율계산에 참여한 계정 펼치기,자기자본비율계산에 참여한 계정 펼치기,총부채회전율계산에 참여한 계정 펼치기,총자본회전율계산에 참여한 계정 펼치기,총자산회전율계산에 참여한 계정 펼치기,판매비와관리비증가율계산에 참여한 계정 펼치기,EBITDA마진율계산에 참여한 계정 펼치기,EBITDA증가율계산에 참여한 계정 펼치기,EPS증가율계산에 참여한 계정 펼치기,ROA계산에 참여한 계정 펼치기,ROE계산에 참여한 계정 펼치기,ROIC계산에 참여한 계정 펼치기,당좌비율계산에 참여한 계정 펼치기,매출액증가율계산에 참여한 계정 펼치기,매출총이익율계산에 참여한 계정 펼치기,부채비율계산에 참여한 계정 펼치기,세전계속사업이익률계산에 참여한 계정 펼치기,순운전자본회전율계산에 참여한 계정 펼치기,순차입금비율계산에 참여한 계정 펼치기,영업이익률계산에 참여한 계정 펼치기,영업이익증가율계산에 참여한 계정 펼치기,유동비율계산에 참여한 계정 펼치기,유보율계산에 참여한 계정 펼치기,이자보상배율계산에 참여한 계정 펼치기,자기자본비율계산에 참여한 계정 펼치기,총부채회전율계산에 참여한 계정 펼치기,총자본회전율계산에 참여한 계정 펼치기,총자산회전율계산에 참여한 계정 펼치기,판매비와관리비증가율계산에 참여한 계정 펼치기
001520,3.4,16.3,-33.1,1.6,1.9,1.2,389.1,9.8,11.7,15.1,4.4,3.3,,1.4,-11.1,448.5,712.8,16.7,86.9,3.6,0.6,0.5,7.8,,,,,,,,,,,,,,,,,,,,,,,,2.0,-34.3,-79.6,0.3,0.4,0.0,271.7,9.7,11.0,17.2,3.0,3.5,,0.1,-89.5,335.3,701.9,2.2,85.3,3.9,0.6,0.5,16.3,,,,,,,,,,,,,,,,,,,,,,,,-0.9,,,-0.2,-0.1,1.1,189.9,1.8,9.2,24.2,1.8,3.8,,-3.7,,237.1,692.8,,80.5,3.2,0.7,0.5,20.9,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,-2.9,-2.9,-4.3,155.9,11.9,10.6,27.9,-4.2,4.6,,-2.5,,195.1,667.1,,78.2,2.9,0.8,0.6,13.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,52.7,293.5,1.7,2.3,1.6,183.2,15.1,11.6,25.8,4.8,5.0,,1.4,,229.8,671.8,6.9,79.5,3.2,0.9,0.7,5.4
001740,2.5,16.3,,0.4,1.4,2.8,61.6,17.8,7.2,207.7,0.4,,78.4,0.9,-8.1,81.4,273.8,2.3,32.5,2.7,6.4,1.9,23.0,,,,,,,,,,,,,,,,,,,,,,,,3.1,0.1,-78.3,0.1,0.3,1.8,60.0,-16.8,7.2,236.1,0.7,,91.9,1.1,-6.5,87.0,268.6,6.1,29.8,2.5,5.4,1.7,-18.7,,,,,,,,,,,,,,,,,,,,,,,,7.3,145.4,,-1.4,-5.9,-42.4,71.5,3.2,8.5,339.8,0.0,16.0,203.6,0.8,-18.1,87.7,241.9,1.1,22.7,2.0,5.7,1.5,29.4,,,,,,,,,,,,,,,,,,,,,,,,8.9,-0.2,,0.4,1.6,0.5,55.8,-18.6,10.2,290.8,1.0,6.7,168.7,1.2,13.3,70.9,243.4,1.1,25.6,1.5,4.7,1.1,-5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,0.8,11.8,1.8,7.3,1.7,67.9,3.1,10.3,305.0,1.2,6.8,153.5,1.2,-12.7,80.0,261.8,1.3,24.7,1.6,4.7,1.2,7.6
009270,1.6,-57.4,,-2.3,-5.4,0.3,57.8,0.0,29.9,149.3,-1.8,3.9,84.1,0.1,-94.4,154.6,465.3,0.1,40.1,2.5,3.7,1.5,0.8,,,,,,,,,,,,,,,,,,,,,,,,1.6,-1.3,,-1.5,-3.3,0.4,48.5,-2.9,27.7,125.3,-1.5,3.7,66.3,0.2,74.3,134.8,403.6,0.2,44.4,2.6,3.5,1.5,-10.6,,,,,,,,,,,,,,,,,,,,,,,,2.8,96.1,,0.1,0.7,6.9,67.5,8.6,26.1,100.1,0.0,4.0,45.6,1.3,512.6,195.9,397.8,1.7,50.0,3.1,3.5,1.7,-1.9,,,,,,,,,,,,,,,,,,,,,,,,1.4,-50.7,,-2.3,-3.9,0.1,70.8,2.9,21.5,118.6,-1.4,4.2,55.7,0.0,-96.7,201.0,382.1,0.1,45.7,3.3,3.6,1.7,-11.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4,347.5,,2.0,5.6,3.7,82.8,18.4,21.6,142.0,2.0,4.8,63.3,2.4,17540.0,187.4,399.4,3.6,41.3,3.3,4.4,1.9,12.1
004560,7.2,-11.3,-9.7,3.4,5.6,5.5,122.7,9.8,9.3,60.1,3.9,4.0,13.1,4.2,-15.4,204.3,380.7,9.5,62.5,3.3,2.0,1.3,4.9,,,,,,,,,,,,,,,,,,,,,,,,7.4,1.7,-1.6,3.3,5.2,6.3,132.6,-1.8,9.6,58.5,3.9,3.7,16.1,4.9,14.0,249.4,403.0,10.6,63.1,3.2,1.9,1.2,-9.9,,,,,,,,,,,,,,,,,,,,,,,,7.0,-2.5,12.0,3.6,5.6,6.8,242.6,2.9,10.0,51.0,3.9,3.5,11.0,5.0,4.2,396.5,430.6,11.7,66.2,3.4,1.9,1.2,10.8,,,,,,,,,,,,,,,,,,,,,,,,7.2,-4.9,8.4,3.8,5.7,6.1,222.8,-7.2,10.3,51.4,4.6,3.2,1.8,4.9,-8.5,341.9,464.2,11.1,66.1,3.2,1.6,1.1,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.8,232.2,282.4,10.5,16.1,16.0,187.5,25.5,15.9,55.6,11.8,4.0,,10.8,232.2,281.9,534.1,,64.3,3.5,1.9,1.2,19.2
016380,3.7,-61.7,,-10.0,-323.4,-0.6,23.7,11.5,6.4,5842.4,-11.0,,3726.7,-0.5,,36.8,,,1.7,1.0,30.7,1.0,17.1,,,,,,,,,,,,,,,,,,,,,,,,1.6,-59.0,,-2.6,-278.2,-1.2,54.3,-2.0,3.6,38840.8,-2.2,,25268.9,-0.6,,86.9,,,0.3,1.0,103.1,1.0,-40.0,,,,,,,,,,,,,,,,,,,,,,,,3.8,133.8,,-1.4,-7.4,2.2,70.3,-4.6,5.7,164.8,-1.3,21.7,110.0,1.4,,118.5,60.1,0.3,37.8,1.2,5.4,1.0,-2.3,,,,,,,,,,,,,,,,,,,,,,,,7.2,81.5,,2.9,7.2,6.2,70.2,-3.5,9.0,132.1,2.9,8.6,90.3,4.7,219.8,136.4,75.1,2.7,43.1,1.7,2.5,1.0,-5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3,173.7,189.4,8.6,20.5,13.7,61.5,37.1,13.3,142.1,8.7,7.8,88.8,10.3,173.7,139.7,102.0,8.7,41.3,2.2,3.1,1.3,-4.2
010580,0.2,,,-9.5,-29.1,-7.7,35.0,-6.6,-0.7,172.2,-7.5,,96.2,-4.0,,52.7,,,36.7,1.9,3.9,1.3,-6.0,,,,,,,,,,,,,,,,,,,,,,,,6.4,2981.0,,4.8,12.2,5.9,39.8,10.4,6.5,137.6,3.6,,74.6,3.1,,72.0,,3.2,42.1,2.3,3.4,1.4,14.3,,,,,,,,,,,,,,,,,,,,,,,,-2.2,,,-16.3,-48.5,-11.7,37.4,-1.7,1.6,281.3,-14.3,,99.3,-6.0,,47.2,,,26.2,1.7,3.4,1.1,120.5,,,,,,,,,,,,,,,,,,,,,,,,-0.5,,,-16.1,-76.6,-13.8,21.4,-9.7,3.6,568.6,-15.6,,148.1,-5.6,,28.4,,,15.0,1.3,4.9,1.0,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.0,,,-14.2,-33.1,-27.4,78.0,6.3,-2.7,35.8,-12.0,,,-12.2,,102.4,29.1,,73.7,2.1,2.8,1.2,-6.1
002630,,,,,,,,,,,,,,,,,,,,,,,,-2.4,,,-9.1,-23.9,-7.5,71.4,-76.5,8.7,137.8,-51.2,0.7,33.9,-30.9,,106.0,,,42.1,0.3,0.3,0.1,-44.0,,,,,,,,,,,,,,,,,,,,,,,,-6.7,,,-22.0,-33.2,-12.2,149.7,18.5,9.9,34.2,-43.4,1.3,,-33.3,,216.8,,,74.5,0.5,0.4,0.2,29.5,,,,,,,,,,,,,,,,,,,,,,,,-20.0,,,-15.9,-20.3,-22.9,121.5,22.5,18.0,43.0,-34.7,3.3,10.6,-33.2,,183.6,4.7,,70.0,1.7,0.6,0.5,45.2,,,,,,,,,,,,,,,,,,,,,,,,13.5,,,-20.8,-29.7,5.4,165.5,39.8,37.0,43.2,-29.4,6.4,,4.4,,208.7,,4.1,69.8,2.4,1.0,0.7,-11.3,,,,,,,,,,,,,,,,,,,,,,,,7.8,41.7,,6.9,9.7,1.4,184.1,16.7,35.7,37.3,8.8,5.3,1.7,1.0,,258.1,,1.3,72.8,2.7,1.1,0.8,9.7
013000,5.9,-3.8,,-1.7,-2.0,11.5,289.7,-17.0,11.6,20.0,-2.6,3.2,,5.5,-5.2,406.4,209.8,51.8,83.3,4.8,0.9,0.8,-11.8,,,,,,,,,,,,,,,,,,,,,,,,5.8,-16.0,,-3.0,-3.7,8.6,264.2,-15.1,12.5,28.7,-6.2,2.6,,5.4,-16.7,336.8,198.8,5.7,77.7,3.2,0.8,0.6,-1.2,,,,,,,,,,,,,,,,,,,,,,,,4.8,-26.8,,0.2,0.2,6.8,560.3,-10.8,12.0,14.3,4.8,3.3,,4.3,-29.3,646.9,177.5,32.4,87.5,3.2,0.7,0.6,-2.0,,,,,,,,,,,,,,,,,,,,,,,,7.0,59.3,3639.1,6.7,7.5,151.2,878.3,8.4,14.1,9.6,-0.1,4.4,,6.6,68.3,959.0,199.5,165319.6,91.3,5.6,0.7,0.6,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4,17.8,-62.2,4.2,4.4,10.1,3845.0,31.5,13.8,2.0,7.4,3.2,,5.1,19.2,4459.4,209.5,315418.7,98.1,13.3,0.8,0.7,54.4
019490,-26.0,,,-20.1,-31.5,-30.9,94.8,-8.2,-0.8,77.1,-32.8,2.5,16.6,-29.4,,163.5,221.7,,56.5,1.7,1.0,0.6,17.3,,,,,,,,,,,,,,,,,,,,,,,,1.2,,,1.2,2.2,-2.2,70.3,10.8,17.5,87.6,1.8,2.2,36.5,-2.1,,155.6,217.4,,53.3,1.5,1.2,0.7,-24.0,,,,,,,,,,,,,,,,,,,,,,,,-36.9,,,-29.6,-69.0,-38.4,57.7,-10.1,-11.7,225.1,-48.1,1.9,107.0,-41.3,,126.5,76.8,,30.8,1.1,1.5,0.6,35.5,,,,,,,,,,,,,,,,,,,,,,,,-65.0,,,-36.8,-136.9,-50.2,46.4,-27.0,-37.3,327.3,-79.0,2.8,168.7,-71.2,,91.4,,,23.4,0.6,1.7,0.5,-16.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-24.4,,,-21.6,-84.7,-19.9,82.3,-5.4,0.4,259.7,-47.4,1.4,74.3,-28.2,,124.5,,,27.8,0.6,1.8,0.5,-13.4
