id,target
1,334421.7525478219
2,129216.81682448904
3,175649.19725127242
4,238243.3215236556
5,132661.07391471206
6,149042.8364582031
7,187088.2566953442
8,120329.86735114524
9,140237.735308132
10,296376.70152279176
11,234193.45868045543
12,126226.32977820393
13,162650.25117739348
14,134395.56849001843
15,108803.33731933794
16,131063.0856171805
17,123094.54913065559
18,190489.22690871643
19,199826.34611015703
20,131111.12540116065
21,148353.3374278172
22,123793.60051735216
23,167934.8949067434
24,253796.93345374498
25,182710.79456911387
26,341761.40612773434
27,149692.71112211596
28,242867.27518162172
29,140943.1724892624
30,73764.71115236368
31,123477.40800349832
32,132950.3639387555
33,184133.29097255002
34,166070.03814800098
35,509466.26262339647
36,130168.7354531674
37,167197.6381735602
38,210390.1787674345
39,178575.04938631723
40,436230.5565243493
41,257466.05651062567
42,113242.36638888135
43,99700.2049781401
44,141105.05701455686
45,193640.0632653583
46,165636.6310300564
47,212602.801181314
48,105423.12409408505
49,166955.51159552977
50,128633.38056069637
51,160956.6564062764
52,225365.8655832699
53,165763.29467673387
54,194509.59152716782
55,227971.46919305154
56,123265.2818351074
57,315116.6807525382
58,126753.20815381937
59,113280.17959103956
60,131352.63272678148
61,137901.75714195936
62,252642.65816693648
63,108542.26037278409
64,235333.57821907083
65,221293.6883718853
66,130267.72085844362
67,170968.37455227104
68,204626.7256257998
69,275941.9089901849
70,129088.4278261157
71,119201.45813519086
72,243943.6103312764
73,138815.51895790568
74,131919.30922483306
75,212421.78550682575
76,117922.09853588163
77,77553.39510486166
78,142527.24422365418
79,145439.52154075267
80,136480.98790001488
81,110404.47810351937
82,197602.09962001108
83,182290.80324209787
84,218695.24572538445
85,124989.04958166709
86,88842.34518150677
87,97506.77180942043
88,149279.7164417033
89,126842.75968389715
90,166021.43238332076
91,120699.47397002873
92,163846.18032600815
93,152296.70210401464
94,124401.25685814425
95,172944.93053604357
96,600356.6784284044
97,170082.2305811175
98,151319.86691448346
99,201482.59272018855
100,220280.05900160354
101,221466.26100474913
102,189265.40990602187
103,132634.9965833562
104,191675.313574489
105,322938.78590304515
106,224438.2778623281
107,100882.12959025902
108,141408.82431379292
109,179676.0438551338
110,352041.6273364998
111,125398.8172597501
112,197742.33403222208
113,154311.91065711103
114,127282.8920008554
115,133675.19592168508
116,124268.20233996378
117,206625.73014745518
118,332057.5822351082
119,177885.44211011985
120,197181.97965347156
121,364057.36077929346
122,170017.68580171655
123,96716.73833785158
124,131901.93599220604
125,282477.6281031203
126,252815.99914278882
127,261894.34385570063
128,214713.99892527374
129,296486.4272370481
130,136522.23929786112
131,233183.03165973944
132,156798.72803857122
133,284174.2385694418
134,291030.0701140851
135,196525.5827899796
136,194218.04492210344
137,208635.70036931807
138,144934.8363253545
139,293388.47956973925
140,151039.0961717496
141,182732.04715326833
142,150913.42739817113
143,115145.4354124917
144,175936.16960459808
145,115106.36476045758
146,173633.56903778095
147,190052.41587683486
148,53276.15463175236
149,367644.29713929706
150,206260.71734016688
151,121074.31913128117
152,127430.02134276796
153,127535.34412384627
154,185471.72192759218
155,239949.72295229236
156,190191.07446355844
157,144132.63803808458
158,378438.32882952306
159,172274.26472157368
160,178125.3771440497
161,188978.38096297506
162,172390.14361660503
163,122859.00696423456
164,246627.83676123564
165,143351.35670372276
166,142483.88128593203
167,187788.95145486857
168,244170.63324899206
169,413495.79668647057
170,133207.08095655878
171,535362.1721644944
172,252831.89616118986
173,291273.3915710679
174,117569.09817045502
175,161204.3925210108
176,137921.9396661201
177,65176.786034834746
178,266490.6185616585
179,125945.17149237274
180,79343.52658834391
181,125429.96369142002
182,113755.74955991903
183,172498.71237146718
184,178909.23916867602
185,174057.55204723007
186,167535.81274740113
187,242768.2832470534
188,253143.82474284488
189,130300.76010444267
190,193506.3863541957
191,338394.4442368743
192,126144.52819064965
193,196722.8736916204
194,139880.3720126864
195,151519.30582983323
196,383302.07391299587
197,300583.1782638944
198,136737.1828694615
199,130854.86358809564
200,192434.36559092446
201,115213.91084152217
202,230107.37211791947
203,166114.84717438064
204,103455.77902223049
205,181177.90111827388
206,179757.91520181563
207,158491.50203325093
208,226515.9294292901
209,218057.52087935357
210,260708.26008893826
211,326297.1749477493
212,157842.05755911776
213,166784.99745868627
214,339931.4818688047
215,144386.59997508864
216,110307.28474266254
217,183632.21148551814
218,178581.6026481262
219,139629.80475637637
220,298200.65715561877
221,232346.48734857154
222,176135.7480683224
223,347265.5528161033
224,187769.22110807602
225,173325.6849488534
226,141647.0699015246
227,119238.1232946292
228,159652.18354726926
229,240073.365804475
230,121036.81771995778
231,230379.6796310177
232,141093.47727546524
233,170798.71759167084
234,398774.862550427
235,257432.95697758626
236,101814.46456909557
237,240971.16631169032
238,130569.17749001806
239,143117.52373479816
240,202056.03795412023
241,98512.17888266737
242,242285.30466943316
