id,target
1,328164.38
2,118702.875
3,180406.23
4,300240.06
5,121857.42
6,78447.445
7,201509.03
8,58761.004
9,141777.12
10,327723.4
11,233715.5
12,124209.44
13,142519.73
14,123776.414
15,92904.02
16,107423.875
17,116031.42
18,185174.06
19,221570.84
20,118782.14
21,143363.3
22,115411.85
23,166458.08
24,261740.06
25,189660.48
26,398358.12
27,182989.48
28,252331.58
29,113827.305
30,166116.81
31,114042.016
32,119551.76
33,186746.77
34,180923.83
35,490107.78
36,137791.95
37,167896.16
38,130528.445
39,204399.5
40,596007.3
41,224145.9
42,120856.54
43,86361.77
44,140688.55
45,175825.56
46,92807.49
47,225048.52
48,93591.62
49,176171.66
50,128497.17
51,143667.69
52,197197.67
53,168731.81
54,209962.75
55,210370.42
56,126202.77
57,327563.4
58,122716.695
59,110928.445
60,143954.05
61,180391.8
62,262013.3
63,110813.19
64,197669.53
65,236101.36
66,131621.47
67,173276.34
68,205668.53
69,280237.94
70,152077.16
71,147010.75
72,248536.6
73,139341.78
74,124984.66
75,224311.4
76,105910.414
77,63893.777
78,152628.7
79,29825.715
80,123387.72
81,115817.83
82,202761.66
83,207001.5
84,233926.0
85,328677.4
86,85780.62
87,89921.375
88,146563.9
89,135292.38
90,148663.4
91,85765.24
92,207065.08
93,128477.57
94,126643.81
95,168337.72
96,1263323.5
97,173257.84
98,160458.05
99,171584.89
100,269647.7
101,243626.72
102,188571.48
103,138983.98
104,196462.22
105,339183.88
106,220387.33
107,60332.152
108,124794.09
109,191873.1
110,354129.9
111,114107.07
112,216059.5
113,1140223.1
114,108572.266
115,130944.625
116,122583.586
117,180009.94
118,372571.16
119,197866.44
120,203568.84
121,404433.84
122,196847.81
123,92622.875
124,365439.53
125,316359.78
126,249187.83
127,268801.94
128,227088.47
129,429061.75
130,129542.8
131,304703.03
132,177082.28
133,439869.66
134,321583.9
135,220667.45
136,183002.39
137,281278.97
138,146509.12
139,535442.8
140,169979.0
141,181557.81
142,136528.62
143,66900.02
144,311136.22
145,94903.336
146,251545.9
147,211436.03
148,150294.5
149,360699.44
150,199473.11
151,121694.37
152,139373.67
153,127397.52
154,207076.14
155,187404.02
156,131019.33
157,146016.45
158,430232.78
159,295422.9
160,173398.34
161,206479.02
162,144030.95
163,91448.836
164,254875.89
165,145060.69
166,112976.39
167,221358.38
168,342042.4
169,390588.34
170,151743.08
171,2340131.5
172,228847.73
173,321833.03
174,108138.67
175,193410.44
176,131219.9
177,96783.47
178,270057.38
179,124540.375
180,53133.457
181,123545.734
182,65876.64
183,172076.19
184,176823.4
185,178133.8
186,166664.58
187,312558.38
188,185728.34
189,143563.86
190,199854.31
191,342069.8
192,123477.88
193,194572.27
194,144002.39
195,141895.61
196,402040.34
197,281841.25
198,131439.33
199,125299.734
200,175450.02
201,112921.67
202,239467.94
203,169564.84
204,112216.78
205,184513.0
206,192702.33
207,178433.72
208,260014.94
209,193899.48
210,251878.14
211,342665.38
212,186320.17
213,218368.4
214,235708.1
215,149333.25
216,98218.38
217,207367.03
218,176279.89
219,142928.89
220,365027.12
221,202838.64
222,169245.28
223,286872.7
224,108668.195
225,175020.86
226,160993.61
227,128798.01
228,305273.12
229,281759.0
230,111419.76
231,239035.78
232,136477.6
233,133077.78
234,431542.0
235,244081.14
236,86116.85
