id,target
1,3.3442965
2,30.195623
3,5.9690804
4,8.745205
5,2.0958765
6,2.439205
7,4.3722234
8,2.1655304
9,16.880102
10,9.802949
11,2.034758
12,23.389334
13,2.5658417
14,5.2457185
15,16.589577
16,2.7288606
17,40.701473
18,2.6515076
19,6.0240903
20,35.347454
21,9.26467
22,31.361263
23,14.157361
24,9.799727
25,8.275908
26,47.263603
27,21.62787
28,6.201049
29,1.3294094
30,3.111495
31,18.572502
32,16.589668
33,8.488815
34,4.139281
35,34.421085
36,30.251657
37,3.329493
38,2.7189748
39,9.224374
40,7.8608294
41,7.474079
42,12.720067
43,44.306385
44,13.368507
45,5.340972
46,7.9653015
47,7.5820084
48,48.4805
49,10.789059
50,11.493017
51,3.3592806
52,4.786554
53,3.4425135
54,1.7737181
55,10.586944
56,27.344913
57,10.764942
58,17.117174
59,31.242977
60,11.229393
61,15.939308
62,6.347882
63,31.678215
64,2.7309008
65,9.366952
66,2.4638627
67,6.619745
68,8.865491
69,47.045765
70,3.2209196
71,19.542542
72,9.123967
73,2.1662393
74,4.335277
75,6.0462627
76,7.14676
77,14.617258
78,4.4864416
79,54.408066
80,50.465187
81,32.47512
82,8.497986
83,3.2878356
84,6.1647253
85,5.1206207
86,11.330732
87,67.863396
88,2.6547651
89,5.50872
90,8.880029
91,16.709705
92,7.909378
93,3.784039
94,10.948832
95,5.166987
96,21.415003
97,6.8465605
98,4.224046
99,3.5189414
100,4.650921
101,9.803101
102,7.6729355
103,14.072244
104,8.158399
105,60.83342
106,9.558034
107,8.460258
108,17.962456
109,2.098451
110,41.396187
111,7.4495687
112,6.4266543
113,1.9771309
114,4.615933
115,7.7091656
116,27.904552
117,1.8765409
118,4.7722387
119,3.2836204
120,8.813955
121,57.68634
122,3.2036605
123,27.581417
124,8.480263
125,11.792123
126,10.217534
127,1.6985536
128,6.109966
129,107.84986
130,16.808369
131,177.58025
132,2.999951
133,3.1234818
134,3.3777218
135,2.5632224
136,7.6598873
137,8.698521
138,4.053919
139,183.93503
140,3.46137
141,2.685783
142,3.6545763
143,2.3437426
144,25.92318
145,11.132133
146,6.27736
147,5.4519453
148,31.645004
149,50.160355
150,1.0949063
151,40.12195
152,4.4529076
153,10.7149105
154,9.076281
155,6.080362
156,5.6605635
157,16.281397
158,40.80236
159,4.1517773
160,1.6784611
161,8.323445
162,7.2504625
163,14.577613
164,5.784638
165,5.076311
166,11.140439
167,0.97158563
168,3.6260123
169,9.099322
170,6.826483
171,99.43784
172,7.2361355
173,6.5935044
174,20.481434
175,3.4530182
176,4.354436
177,43.675354
178,5.487547
179,26.770435
180,13.768465
181,20.891525
182,19.059408
183,5.5161977
184,2.6733942
185,6.046296
186,1.6160126
187,2.0729785
188,10.529983
189,11.045557
190,6.17715
191,58.08179
192,15.147261
193,2.5393338
194,17.505636
195,2.296452
196,35.488243
197,11.684127
198,14.317549
199,19.57244
200,2.0387092
201,20.816471
202,6.312169
203,8.4374485
204,11.898567
205,6.079747
206,2.5920043
207,2.8879514
208,6.6028485
209,1.4921417
210,5.4047294
211,7.7122545
212,3.291359
213,3.3351116
214,10.205569
215,2.9927096
216,57.18201
217,4.1320605
218,2.3805912
219,18.425161
220,3.7974062
221,5.7395744
222,5.372205
223,4.9392323
224,5.7298017
225,7.218856
226,5.539522
227,15.520128
228,9.497976
229,9.799583
230,31.439716
231,2.0564158
232,22.10778
233,5.3363814
234,5.949398
235,6.391951
236,23.417465
237,6.5903296
238,3.5459628
239,4.2071233
240,5.1038723
241,26.950779
242,3.52696
243,27.581417
244,18.471771
245,47.892517
246,10.047736
247,2.4747734
248,21.498339
249,6.387299
250,1.5472686
251,53.60117
252,6.786183
253,12.511889
254,7.3459396
255,28.08072
256,2.984623
257,18.611464
258,4.595574
259,42.80593
260,3.281795
261,3.1323857
262,11.290783
263,9.859133
264,4.162559
265,4.826383
266,15.095219
267,8.391327
268,6.0911694
269,30.756948
270,8.235764
271,5.5432777
272,2.6899426
273,9.058042
274,112.72901
275,7.7686024
276,5.0508323
277,7.9907246
278,40.66948
279,3.5277262
280,1.5369315
281,23.528028
282,4.1844506
283,3.496035
284,1.7634084
285,5.644391
286,2.9541607
287,7.8303337
288,7.075157
289,3.9185786
290,2.5051785
291,28.097977
292,7.2793036
293,9.183971
294,3.5895348
295,2.391999
296,66.659134
297,17.11987
298,7.819433
299,10.123853
300,20.118917
301,13.676409
302,21.917593
303,1.7430489
304,5.677854
305,19.045958
